ID: 1491
State: Wyoming
Date: Tuesday
Item: 60
Review: admiring exciting miracle maddening losing lonely intimidation intimidates 
Item: 59
Review: grand thoughtful pardoned rejecting misread join backed inconvenience chastised failures devastated lost disputes outmaneuvered neglect agonise faggots treasonous 
Item: 995
Review: beautiful excellent bereaves tricked disorder injured bitterly 
Item: 494
Review: agog moping misinterpreted bitter looses 
Item: 764
Review: supporters envying triumph distort burdens harshest alone scare 
Item: 252
Review: wreck desirous heroic virulent unacceptable disputed melancholy embarrasses collisions disputing selfishness haplessness 
