ID: 160
State: Missouri
Date: Monday
Item: 256
Review: awaits worshiped forgetful detained foreclosure contentious abusive 
Item: 159
Review: inspirational jocular unbelieving solving battles disorder discontented dismal denying fad terrorized disparaging withdrawal accidental 
Item: 140
Review: bias cramp asset cherished wronged commended stressors exploited starved exploiting doomed illegal panics displeased fallen misrepresentation 
Item: 17
Review: pay explorations suspended meditative cute restful ominous outmaneuvered fraudsters nervous deniers arrest idiot disparage regrets mistaking cock death kill 
Item: 593
Review: prays unconvinced liar died oversimplifies mistake panicked 
Item: 605
Review: apologize postponed amazes disturbs tired restrict distressing fascists injury 
