ID: 2014
State: Pennsylvania 
Date: Saturday
Item: 107
Review: peaceful stout perfect friendly slicker overjoyed powerful slickest virtuous motivated delight won rescued euphoria likes lack foreclosures terrified suspected 
Item: 58
Review: stronger scoop improvement secured jokes popular beauties incapacitated fuking 
Item: 858
Review: hopeful sparkle resolved amusement classy thrilled faithful celebrated resolving racists accusations intimidate 
Item: 794
Review: lifesaver fond resolute luck inspires unstoppable stamina winner exciting improving lovely godsend zealous bitterly resigned annoyed violates 
Item: 563
Review: exhilarated yeees rescue astound exhilarating hurrah relieving glory outstanding falsified repulse yeah 
Item: 787
Review: revive useful jubilant secures praise roflcopter amazing noble goddamn rash 
