ID: 1656
State: Arkansas
Date: Thursday
Item: 221
Review: validating rewarding yearning justifiably bliss adventurous backing resolved happiness averted inadequate broke pissed misunderstands rapist immobilized 
Item: 246
Review: intact zealous adores envious unjust 
Item: 7
Review: vindicate outstanding blessing overjoyed lucky backing wow gains controversial maddening escaping distrust stabbed mindless 
Item: 495
Review: kind motivating brisk praises snub ashame cornered wreck 
Item: 94
Review: salient amazed inspires fan kudos outreach greatest sullen absorbed bothers stuck engage noisy 
Item: 348
Review: haha adore fascinate tender good hope mercy tranquil prisoners chagrined provoked ardent screwed frustration 
