ID: 970
State: Minnesota
Date: Tuesday
Item: 805
Review: hahaha clarifies discard stifled sweet congratulations outmaneuvered litigious discouraged goddamn anguished blames harsh ruins frikin desperately 
Item: 215
Review: warned passionate conciliated swearing betraying unappreciated eery degraded 
Item: 911
Review: agree god clears clarity admiring contagious propaganda nosey phobic obstinate dirt loathe slash screwed bankster killing lame 
Item: 629
Review: smart inspirational fuming madly fails 
Item: 624
Review: unbiased fresh rescues rapist travesty quaking scumbag insignificant burdens 
