ID: 1945
State: Georgia
Date: Saturday
Item: 889
Review: fascinate praising awarded hoping hope great accidents ambivalent 
Item: 839
Review: faithful ominous hailed elated unstoppable meaningful triumphant roflcopter unsophisticated irrational 
Item: 735
Review: ha secure intelligent elation prospects 
Item: 24
Review: outstanding won adorable responsible overjoyed enthusiastic fabulous delighted win helping ha irresponsible winning rescued shaky disputed axed detached 
Item: 307
Review: hope surviving hugs glorious ha saved wooo landmark funky ecstatic desirable agonizes unhappy 
Item: 339
Review: swift willingness important fantastic unstoppable treasure pardoning exuberant scoop award inspire destroyed want blocked 
