ID: 2941
State: Connecticut
Date: Monday
Item: 552
Review: zealots bless irony generous soothe greeted disquiet greenwasher annoying censor inconvenience fatigues bother unconcerned retarded 
Item: 980
Review: preventing fresh greets forgiving incompetent destroyed murderous lawsuit enemies tremulous bereaves lackadaisical 
Item: 533
Review: gleeful calming vociferous contender avid tranquil popular dreadful guilt detention injustice unhappy greenwash ban confusing hesitate tremulous cornered 
Item: 574
Review: raptures cheerful stressors chastised rash 
Item: 483
Review: lmao backed beatific disappointments monopolized pessimism lagged sullen despondent 
