ID: 608
State: Florida
Date: Tuesday
Item: 177
Review: cherishes crushes mischief shame frustrated fail badass evil upset 
Item: 11
Review: rigged gratification blocks soothe awkward disquiet ill illnesses inconvenient aching spammers perturbed 
Item: 77
Review: importance big admonish inconsiderate polluter casualty regret 
Item: 975
Review: capable merry victimizing regretting dread misinformation 
Item: 154
Review: glory praying wavering manipulated imposed landmark sentenced phobic jackasses deject heartbreaking derail oversimplifies shock miserable unimpressed 
Item: 92
Review: agreed glamorous curse applause good impose reckless tortured hurting undermines exaggerates sorrowful terror loose mediocrity tense 
