ID: 2009
State: Indiana
Date: Monday
Item: 623
Review: irrational unbiased smarter awaits inadequate bizarre mediocrity coerced collapsing suspicious misbehaves 
Item: 220
Review: love combat regretful profiteer fear frustrates inaction 
Item: 417
Review: joyful improve agreement drags exaggerating unprofessional retard frightened disgrace suffering 
Item: 562
Review: favorites engrossed envying stimulates escape kinder bitch vitriolic short-sighted loathe tortures inability victims derides blamed rape anguished 
Item: 117
Review: cancel courage absolves strongest grieved upset victims nervous deriding persecutes 
Item: 891
Review: prospects visioning woohoo triumph dreams unsure asshole detain scams restless criticizing swindles helpless tricked smear fatiguing 
