ID: 2058
State: Kentucky
Date: Thursday
Item: 645
Review: sparkling cleaner miracle funky dauntless hail dejecting extend engrossed lobby 
Item: 343
Review: comforts assets enlightened accomplished opportunities gain absolving approved joke united toothless cunt madly commits slashes weak thorny 
Item: 399
Review: abilities woo gaining perfect perfects remarkable prick sedition dysfunction betrayal sucks 
Item: 453
Review: marvel likes fervid enrapture marvels improve courtesy coerced misleading zealot dirt mistaken 
Item: 327
Review: vigilant swift acquitted godsend survived methodical genial eery horrendous abusive lonely contagion squelched 
