ID: 1624
State: Minnesota
Date: Monday
Item: 639
Review: please haha swear unsupported pissing 
Item: 464
Review: whimsical calmed oppressed scams prosecuted conflictive 
Item: 266
Review: improve forget lmfao vigilant opportunities vibrant cherished miss dick deception dissatisfied annoys disrespect ridiculous insults indignant ranters cheated 
Item: 22
Review: suspected appreciating mope commend thwarted boastful misunderstood defect droopy censor appalling shame 
Item: 482
Review: apology approval dauntless cuts cute fan scorn trouble deny robing scared tears fails critics noob 
Item: 13
Review: wonderful strength resolved misrepresentation error killed rant loser sentences 
