ID: 1878
State: Hawaii
Date: Wednesday
Item: 222
Review: buoyant daring rewarding supportive rapture vexing undermines inability chastise stab gagged harsh betraying cries overselling angry 
Item: 178
Review: fair disappears promise uneasy horrendous frustration alarmed inconvenient 
Item: 188
Review: applauded reassures progress amazed ambivalent sympathetic indifferent cynical hurts fainthearted unresearched risk dissatisfied died possessive 
Item: 978
Review: spirited inspire flops obsolete snubs 
Item: 936
Review: engrossed consolable outreach ecstatic pleasure committing cherished apathy retarded unsatisfied suffering abhor huckster dupe fatality undesirable error unemployment 
