ID: 1880
State: Georgia
Date: Tuesday
Item: 823
Review: favors unmatched underestimate sore pileup save flees shame misunderstands bereaved antagonistic derided huckster lonesome boycott lethargy derides touting distraction 
Item: 818
Review: survivor accomplishes marvels appreciating tolerant gained cheaters worsening steals disbelieve trapped riots fake worsens smog slashed bullshit 
Item: 676
Review: rapturous chilling averts prosecute godsend woohoo penalty intimidated inconsiderate murdering suicidal shock criticize livid upset droopy totalitarian 
Item: 269
Review: hugs wooo astounds delight disruptions betrays ignored abandon meaningless exaggerating unimpressed oversell 
Item: 624
Review: help determined restore outcry abducted intimidated self-deluded shameful unemployment 
