ID: 1252
State: Iowa
Date: Friday
Item: 102
Review: revives astonished favor stimulate yummy affectionate infatuation apologizes doubt rejected hesitate dejected 
Item: 172
Review: hardy favorited interesting fulfills fabulous ethical gallant faking underestimates oversimplification agreed overload 
Item: 533
Review: unified hilarious loved guilty extend cut 
Item: 197
Review: backing glamourous courteous charm pardoning wooo yes endorses greetings safety cheery exclude lurks cutting dishonest doubts clearly aggravated harried 
Item: 531
Review: lovable determined worth reaches masterpieces upsetting sentenced impotent obstinate 
