ID: 1507
State: Michigan
Date: Saturday
Item: 194
Review: gallantly glamorous solid responsible rescued hates disputes 
Item: 758
Review: responsible vivacious stunning fascinated awaits agonising 
Item: 140
Review: blissful astound woow opportunity gratification celebrates asshole disappointing 
Item: 998
Review: welcomes importance lmao luckily sprightly virtuous ftw slick landmark strong wealthy pardon lurk anti unappreciated 
Item: 214
Review: award passionate fond save heartbreaking traumatic 
Item: 880
Review: top opportunities lol ha woohoo swiftly swiftly mad damnit 
