ID: 1634
State: Colorado
Date: Sunday
Item: 836
Review: gift wowww thrilled passionate warmth rigorous smiles nice enthral delighting admiring wealthy lonesome destroying mess apologize 
Item: 378
Review: rotflol stunning yummy celebrates integrity optimistic heavenly gratification beautify amused curse agonised worthless 
Item: 769
Review: medal proudly suave progress humerous glorious lawl honouring gallantly allow greenwash deject 
Item: 852
Review: hope amusement unbiased interested triumph supports splendid slicker amusements wrathful bitches dilemma 
Item: 184
Review: gained admire humorous welcomes perfected excellent pardons paradise rapturous lovely grateful oks affectionate dreading lethargy burdens alas 
