ID: 1638
State: Kentucky
Date: Thursday
Item: 791
Review: blessing attraction stamina strength delighting elegant pleasure pleasure celebrating fun punished deject authority aggression sadden frenzy fuming 
Item: 72
Review: tender admiring soothe gratification sincere enrapture smart thrilled robing madness persecuting exhausted destroying awful 
Item: 465
Review: good fervent rejoicing virtuous exasperated comprehensive recommend congratulation asset ethical fascists insanity illnesses thwarts fail pay repulse 
Item: 207
Review: reward smiling raptured abducted strikers distract 
Item: 371
Review: beloved encourages cheered visioning rotflmfao solves snubbing rash punish dull 
Item: 783
Review: medal opportunity fascinates smarter admiring hardy joke anxious limits provoking scams failures 
