ID: 293
State: Delaware
Date: Wednesday
Item: 850
Review: rejected stronger unconvinced lovable cheered lenient harsher dislike fuming dejects criminals worsens disturbing damage misinterpreted warning sadden 
Item: 680
Review: successful careful admire inspiration satisfied intelligent enraged suck stabs withdrawal starve bloody sulking evil disheartened disparage 
Item: 299
Review: secured loved jaunty applause unethical restriction slashed defeated cried beaten unaware 
Item: 109
Review: join strangely boldly positive swiftly aggression coward unaware confused bereave fuked terror scorn 
Item: 35
Review: beautify underestimating big disappeared immune improved costly infuriating eerie disruptions victims fake horrified accuse resentful despair 
