ID: 1525
State: Louisiana
Date: Tuesday
Item: 438
Review: virtuous euphoric displeased scorn pain cornered 
Item: 71
Review: cheers desired pretend spirit apology lawsuits poorer misinterpreted smear misunderstands unhealthy inflamed frustrated 
Item: 494
Review: whimsical shoot strong committing weep robing chagrined agonize stricken dubious deficit frustration shamed 
Item: 798
Review: raptured popular benefitting cried confused dubious obstacles pressured 
Item: 274
Review: safe rapture inquisitive prays encourage violates fascist embittered distract haters stupid hurting oversells disgrace jerk totalitarianism scorn 
