ID: 2245
State: Iowa
Date: Monday
Item: 31
Review: fascinate strengthens exciting gained jealous fatigues steal unsecured unintelligent oversimplification abandons 
Item: 885
Review: delighted honouring woohoo recommended funerals hope freedom infuriated dolorous traumatic annoyance unsophisticated misinformation puzzled devastated offend disheartened stall 
Item: 306
Review: help inhibit creative motivation helps amaze travesty victims biased risk restriction infuriated aghast spiteful indignant 
Item: 561
Review: useless defenders uncertain alive havoc costly bizarre tired slam betray interruption 
Item: 413
Review: delayed hahahah indestructible anguished disregarding charged greed regretted 
