ID: 1411
State: Oklahoma
Date: Sunday
Item: 397
Review: amusement yummy charm ratified wooo virtuous fascinated excite honor support vibrant delight interested impresses fascinating stressor exclude limitation resentful 
Item: 318
Review: remarkable great sprightly smile protesting 
Item: 612
Review: haha admired adores virtuous soothing liked stronger gleeful resolves lucky admires won solidarity honored smartest spiritless downside dejected thoughtless 
Item: 689
Review: vindicating impress top like fulfills hero marvels improves complained looming 
Item: 61
Review: gallantly amazing dearly blockbuster censor worsening 
Item: 158
Review: reassuring redeemed TRUE lmfao joyfully perfects justifiably virtuous gallant wonderful excellence medal dehumanize ineffectively rebellion 
