ID: 1688
State: Alaska
Date: Thursday
Item: 816
Review: fervid commend chances benefits defender sincere admit badass embrace nigger odd 
Item: 137
Review: grand sincerity welcomed thankful amazes humorous eager sleeplessness fuked ass unloved ill attacked 
Item: 231
Review: pleasant clean astounds improvement celebrate progress strongest visions merry reassure gain fright bore betrayed indoctrinating unresearched naïve restricting envious 
Item: 695
Review: enlightened hero celebrated swift irritated war unjust 
Item: 783
Review: secured appeasing confidence better help creative vitamin joyful vitality solidarity significance horrified sorry ugly shitty accusation moron poisoned detention 
