ID: 43
State: Missouri
Date: Wednesday
Item: 63
Review: haunt manipulating enlighten focused loathed thwarting furious hurt lame insensitivity 
Item: 548
Review: endorse safety humerous tense uncomfortable confusing clueless inability sad 
Item: 647
Review: hug verdict appreciate avoids wishing stimulates punish subversive skeptical greed depressed bereaved injustice misinterpreted pessimistic dehumanize burdens 
Item: 977
Review: launched curse coziness landmark respected silly amazes scare denounces slash devastated quaking perplexed disturbing risks deniers dumb ranter fatiguing 
Item: 34
Review: amused fan laughing lurks cynic criminal sceptical remorse enslave agonising 
Item: 373
Review: stopped keen vitality excuse ranter traumatic chastises mournful cynicism lame 
